model,condition,layer,domain,anchor_name,anchor_type,rsa_score,bootstrap_id,ci_low,ci_high
Qwen/Qwen3.5-9B,T_prompt_para_1,17,sensory,SigLIP2,vision_language,0.33203727282674655,aggregate,0.26491281768564373,0.3982328299884621
Qwen/Qwen3.5-9B,T_prompt_para_1,18,sensory,THINGS behavioral similarity,human_behavioral,0.4345303674112953,aggregate,0.36979282752485537,0.49212471975382877
Qwen/Qwen3.5-9B,T_prompt_para_1,18,sensory,DINOv2,pure_vision,0.36386439346965666,aggregate,0.2969897630582462,0.4275137638534722
Qwen/Qwen3.5-9B,T_prompt_para_1,18,sensory,CLIP ViT-L/14,vision_language,0.23261540202329678,aggregate,0.15923910947057002,0.3093193153705849
Qwen/Qwen3.5-9B,T_prompt_para_1,18,sensory,SigLIP2,vision_language,0.33747240984083093,aggregate,0.27169315677604716,0.40113840009100415
Qwen/Qwen3.5-9B,T_prompt_para_1,19,sensory,THINGS behavioral similarity,human_behavioral,0.44455628312647166,aggregate,0.3817873177159688,0.49862613880256845
Qwen/Qwen3.5-9B,T_prompt_para_1,19,sensory,DINOv2,pure_vision,0.36628150279466076,aggregate,0.29771115496163153,0.42931883168980634
Qwen/Qwen3.5-9B,T_prompt_para_1,19,sensory,CLIP ViT-L/14,vision_language,0.21458778202199258,aggregate,0.1418747844643767,0.29062694805125955
Qwen/Qwen3.5-9B,T_prompt_para_1,19,sensory,SigLIP2,vision_language,0.33133201060832645,aggregate,0.2651188053243998,0.3927562015964975
Qwen/Qwen3.5-9B,T_prompt_para_1,20,sensory,THINGS behavioral similarity,human_behavioral,0.5000578962703163,aggregate,0.43972665755558216,0.55231890620843
Qwen/Qwen3.5-9B,T_prompt_para_1,20,sensory,DINOv2,pure_vision,0.3913880986249408,aggregate,0.323527278785102,0.45436760708042917
Qwen/Qwen3.5-9B,T_prompt_para_1,20,sensory,CLIP ViT-L/14,vision_language,0.222467349112086,aggregate,0.15266757016611238,0.29523562765143035
Qwen/Qwen3.5-9B,T_prompt_para_1,20,sensory,SigLIP2,vision_language,0.3874118068197016,aggregate,0.3140198734562406,0.44903614845462564
Qwen/Qwen3.5-9B,T_prompt_para_1,21,sensory,THINGS behavioral similarity,human_behavioral,0.5065224144684414,aggregate,0.4406478559471953,0.5632447499612984
Qwen/Qwen3.5-9B,T_prompt_para_1,21,sensory,DINOv2,pure_vision,0.3866490708595972,aggregate,0.31689960518040694,0.4493897154060535
Qwen/Qwen3.5-9B,T_prompt_para_1,21,sensory,CLIP ViT-L/14,vision_language,0.23416021606811083,aggregate,0.16275932834287168,0.3022506439576467
Qwen/Qwen3.5-9B,T_prompt_para_1,21,sensory,SigLIP2,vision_language,0.3899131234657551,aggregate,0.32224382615731256,0.45370363015375803
Qwen/Qwen3.5-9B,T_prompt_para_1,22,sensory,THINGS behavioral similarity,human_behavioral,0.4896481854581751,aggregate,0.4283908905385864,0.5427809589493187
Qwen/Qwen3.5-9B,T_prompt_para_1,22,sensory,DINOv2,pure_vision,0.36074091666196934,aggregate,0.2910774472196313,0.42764712214670914
Qwen/Qwen3.5-9B,T_prompt_para_1,22,sensory,CLIP ViT-L/14,vision_language,0.20515369528527425,aggregate,0.12918275503523274,0.2763903097858195
Qwen/Qwen3.5-9B,T_prompt_para_1,22,sensory,SigLIP2,vision_language,0.35938506826664723,aggregate,0.29069759385345895,0.4230686862138109
Qwen/Qwen3.5-9B,T_prompt_para_1,23,sensory,THINGS behavioral similarity,human_behavioral,0.5116869527032866,aggregate,0.4500645425045454,0.5701997777639469
Qwen/Qwen3.5-9B,T_prompt_para_1,23,sensory,DINOv2,pure_vision,0.3776199943963102,aggregate,0.31312873569563676,0.4442646263077144
Qwen/Qwen3.5-9B,T_prompt_para_1,23,sensory,CLIP ViT-L/14,vision_language,0.25366671419303,aggregate,0.18680962397973933,0.3190361470580457
Qwen/Qwen3.5-9B,T_prompt_para_1,23,sensory,SigLIP2,vision_language,0.3873649712465502,aggregate,0.31880043803748687,0.45164876117739616
Qwen/Qwen3.5-9B,T_prompt_para_1,24,sensory,THINGS behavioral similarity,human_behavioral,0.49094012229812745,aggregate,0.430540628326271,0.5524872361883334
Qwen/Qwen3.5-9B,T_prompt_para_1,24,sensory,DINOv2,pure_vision,0.3570666383166384,aggregate,0.28617405703167564,0.4208086201088935
Qwen/Qwen3.5-9B,T_prompt_para_1,24,sensory,CLIP ViT-L/14,vision_language,0.3031377209008788,aggregate,0.23275087307336992,0.3716040672610796
Qwen/Qwen3.5-9B,T_prompt_para_1,24,sensory,SigLIP2,vision_language,0.4201801636012163,aggregate,0.3543332467667983,0.4824488537187046
Qwen/Qwen3.5-9B,T_prompt_para_1,25,sensory,THINGS behavioral similarity,human_behavioral,0.5363134933244614,aggregate,0.4773851726864094,0.5933561271080605
Qwen/Qwen3.5-9B,T_prompt_para_1,25,sensory,DINOv2,pure_vision,0.39225742350742354,aggregate,0.3217477202275571,0.455314100726734
Qwen/Qwen3.5-9B,T_prompt_para_1,25,sensory,CLIP ViT-L/14,vision_language,0.28238320672531203,aggregate,0.20873406040740228,0.3469833286903067
Qwen/Qwen3.5-9B,T_prompt_para_1,25,sensory,SigLIP2,vision_language,0.36896024889445944,aggregate,0.29855862027487157,0.4313860043265446
Qwen/Qwen3.5-9B,T_prompt_para_1,26,sensory,THINGS behavioral similarity,human_behavioral,0.5586501404855385,aggregate,0.501535252194853,0.6127178248162746
Qwen/Qwen3.5-9B,T_prompt_para_1,26,sensory,DINOv2,pure_vision,0.39120752607594717,aggregate,0.32542347565945057,0.4576003378099821
Qwen/Qwen3.5-9B,T_prompt_para_1,26,sensory,CLIP ViT-L/14,vision_language,0.28191246776773093,aggregate,0.20495414666941233,0.35780374223647776
Qwen/Qwen3.5-9B,T_prompt_para_1,26,sensory,SigLIP2,vision_language,0.36454219677903893,aggregate,0.292516714709166,0.429300914041447
Qwen/Qwen3.5-9B,T_prompt_para_1,27,sensory,THINGS behavioral similarity,human_behavioral,0.5337179611779154,aggregate,0.4772175200611835,0.5852992071104808
Qwen/Qwen3.5-9B,T_prompt_para_1,27,sensory,DINOv2,pure_vision,0.35273175733702056,aggregate,0.28291627305419403,0.41588294213506655
Qwen/Qwen3.5-9B,T_prompt_para_1,27,sensory,CLIP ViT-L/14,vision_language,0.18207619194461303,aggregate,0.11051062816742288,0.25354047839062777
Qwen/Qwen3.5-9B,T_prompt_para_1,27,sensory,SigLIP2,vision_language,0.3439147879937354,aggregate,0.272048481718028,0.4111417977401791
Qwen/Qwen3.5-9B,T_prompt_para_1,28,sensory,THINGS behavioral similarity,human_behavioral,0.5643743663628458,aggregate,0.5069565083240933,0.6183252776587513
Qwen/Qwen3.5-9B,T_prompt_para_1,28,sensory,DINOv2,pure_vision,0.3680678861599915,aggregate,0.29995315408186674,0.4293225075828925
Qwen/Qwen3.5-9B,T_prompt_para_1,28,sensory,CLIP ViT-L/14,vision_language,0.208278933607881,aggregate,0.13244654335656075,0.2749770393123928
Qwen/Qwen3.5-9B,T_prompt_para_1,28,sensory,SigLIP2,vision_language,0.3763927711296133,aggregate,0.31046456839224107,0.4470169270846552
Qwen/Qwen3.5-9B,T_prompt_para_1,29,sensory,THINGS behavioral similarity,human_behavioral,0.5493168676787393,aggregate,0.4923249992498137,0.6044905897003363
Qwen/Qwen3.5-9B,T_prompt_para_1,29,sensory,DINOv2,pure_vision,0.37023662188135875,aggregate,0.30646026922972575,0.435390587209388
Qwen/Qwen3.5-9B,T_prompt_para_1,29,sensory,CLIP ViT-L/14,vision_language,0.19461614033982458,aggregate,0.11592553599995266,0.2685746674990267
Qwen/Qwen3.5-9B,T_prompt_para_1,29,sensory,SigLIP2,vision_language,0.3817778603962815,aggregate,0.31054296103695306,0.4427284231569036
Qwen/Qwen3.5-9B,T_prompt_para_1,30,sensory,THINGS behavioral similarity,human_behavioral,0.5701968564589884,aggregate,0.5138556149008362,0.6224174898250735
Qwen/Qwen3.5-9B,T_prompt_para_1,30,sensory,DINOv2,pure_vision,0.3964672369277633,aggregate,0.33172868071741435,0.46101454708433354
Qwen/Qwen3.5-9B,T_prompt_para_1,30,sensory,CLIP ViT-L/14,vision_language,0.24948629389418867,aggregate,0.17609819727537412,0.3173891621302544
Qwen/Qwen3.5-9B,T_prompt_para_1,30,sensory,SigLIP2,vision_language,0.3708383691936324,aggregate,0.3069983384835817,0.4364917557365651
Qwen/Qwen3.5-9B,T_prompt_para_1,31,sensory,THINGS behavioral similarity,human_behavioral,0.5773833465303518,aggregate,0.5232638906469187,0.629163849069732
Qwen/Qwen3.5-9B,T_prompt_para_1,31,sensory,DINOv2,pure_vision,0.39874190532085274,aggregate,0.3329657195764148,0.46238246985249387
Qwen/Qwen3.5-9B,T_prompt_para_1,31,sensory,CLIP ViT-L/14,vision_language,0.2619740530924742,aggregate,0.1904225183875392,0.3306739656042866
Qwen/Qwen3.5-9B,T_prompt_para_1,31,sensory,SigLIP2,vision_language,0.3815564276090592,aggregate,0.3173807174866305,0.4423949453655134
Qwen/Qwen3.5-9B,T_prompt_para_1,32,sensory,THINGS behavioral similarity,human_behavioral,0.6118839990693536,aggregate,0.5598788362275056,0.6635902222831682
Qwen/Qwen3.5-9B,T_prompt_para_1,32,sensory,DINOv2,pure_vision,0.4382505780532097,aggregate,0.3717960658305345,0.5017185235428823
Qwen/Qwen3.5-9B,T_prompt_para_1,32,sensory,CLIP ViT-L/14,vision_language,0.29374998618419673,aggregate,0.22151532239390787,0.3637465528165825
Qwen/Qwen3.5-9B,T_prompt_para_1,32,sensory,SigLIP2,vision_language,0.38437640575798476,aggregate,0.3176524696894741,0.44728962987615545
Qwen/Qwen3.5-9B,T_prompt_para_2,0,sensory,THINGS behavioral similarity,human_behavioral,0.2021073389336626,aggregate,0.13073545207501505,0.2773824629299795
Qwen/Qwen3.5-9B,T_prompt_para_2,0,sensory,DINOv2,pure_vision,0.18022155851103222,aggregate,0.10358533893581932,0.25155447357353
Qwen/Qwen3.5-9B,T_prompt_para_2,0,sensory,CLIP ViT-L/14,vision_language,0.0697546783073099,aggregate,-0.0038299739149919194,0.14914661779393187
Qwen/Qwen3.5-9B,T_prompt_para_2,0,sensory,SigLIP2,vision_language,0.1430932450669293,aggregate,0.06673206827041077,0.2180056465381364
Qwen/Qwen3.5-9B,T_prompt_para_2,1,sensory,THINGS behavioral similarity,human_behavioral,0.223629680790574,aggregate,0.15239744132461114,0.2896728604650908
Qwen/Qwen3.5-9B,T_prompt_para_2,1,sensory,DINOv2,pure_vision,0.18237240276713965,aggregate,0.11188181275416459,0.255194606906861
Qwen/Qwen3.5-9B,T_prompt_para_2,1,sensory,CLIP ViT-L/14,vision_language,0.052780547846337324,aggregate,-0.019761617335984732,0.12698923867817855
Qwen/Qwen3.5-9B,T_prompt_para_2,1,sensory,SigLIP2,vision_language,0.08841782525993054,aggregate,0.011004347273627904,0.16029644927389938
Qwen/Qwen3.5-9B,T_prompt_para_2,2,sensory,THINGS behavioral similarity,human_behavioral,0.2572868209260539,aggregate,0.1805046687880028,0.32673269811324585
Qwen/Qwen3.5-9B,T_prompt_para_2,2,sensory,DINOv2,pure_vision,0.21881552144710043,aggregate,0.14048402133938664,0.29062496591128145
Qwen/Qwen3.5-9B,T_prompt_para_2,2,sensory,CLIP ViT-L/14,vision_language,0.024518180768180773,aggregate,-0.04741905013815024,0.09927274328805774
Qwen/Qwen3.5-9B,T_prompt_para_2,2,sensory,SigLIP2,vision_language,0.1295225341277973,aggregate,0.059453904282868175,0.19771111501390295
Qwen/Qwen3.5-9B,T_prompt_para_2,3,sensory,THINGS behavioral similarity,human_behavioral,0.25877552993468717,aggregate,0.18348304882520797,0.3222318947799958
Qwen/Qwen3.5-9B,T_prompt_para_2,3,sensory,DINOv2,pure_vision,0.28212578377052067,aggregate,0.2115526880112838,0.35254112854067615
Qwen/Qwen3.5-9B,T_prompt_para_2,3,sensory,CLIP ViT-L/14,vision_language,0.1689718679850259,aggregate,0.09367318225062586,0.23902730860763413
Qwen/Qwen3.5-9B,T_prompt_para_2,3,sensory,SigLIP2,vision_language,0.2511582478687742,aggregate,0.18273488628693302,0.32106599915918205
Qwen/Qwen3.5-9B,T_prompt_para_2,4,sensory,THINGS behavioral similarity,human_behavioral,0.320414574261335,aggregate,0.2550241850645823,0.3858502880034683
Qwen/Qwen3.5-9B,T_prompt_para_2,4,sensory,DINOv2,pure_vision,0.2694777612540771,aggregate,0.19297709778352914,0.33956012941143143
Qwen/Qwen3.5-9B,T_prompt_para_2,4,sensory,CLIP ViT-L/14,vision_language,0.10261159438791019,aggregate,0.027390722628039616,0.17616935419948956
Qwen/Qwen3.5-9B,T_prompt_para_2,4,sensory,SigLIP2,vision_language,0.25214214030003507,aggregate,0.18256352468198322,0.3201661980549026
Qwen/Qwen3.5-9B,T_prompt_para_2,5,sensory,THINGS behavioral similarity,human_behavioral,0.3221659440549995,aggregate,0.25592900078785913,0.39501198404489374
Qwen/Qwen3.5-9B,T_prompt_para_2,5,sensory,DINOv2,pure_vision,0.2877575887444309,aggregate,0.21712196522864025,0.3576208550521691
Qwen/Qwen3.5-9B,T_prompt_para_2,5,sensory,CLIP ViT-L/14,vision_language,0.1261837034863351,aggregate,0.050045571841087044,0.2000654646080376
Qwen/Qwen3.5-9B,T_prompt_para_2,5,sensory,SigLIP2,vision_language,0.23844508383982072,aggregate,0.16838535094523224,0.3039414353434425
Qwen/Qwen3.5-9B,T_prompt_para_2,6,sensory,THINGS behavioral similarity,human_behavioral,0.40633239567982715,aggregate,0.3365615949027463,0.4709563223973784
Qwen/Qwen3.5-9B,T_prompt_para_2,6,sensory,DINOv2,pure_vision,0.3414881803039698,aggregate,0.2708957773981307,0.40690811297853674
Qwen/Qwen3.5-9B,T_prompt_para_2,6,sensory,CLIP ViT-L/14,vision_language,0.20791392008497275,aggregate,0.13720933995741105,0.28425412228041674
Qwen/Qwen3.5-9B,T_prompt_para_2,6,sensory,SigLIP2,vision_language,0.2656207343707344,aggregate,0.19553494976152447,0.33111091394297876
Qwen/Qwen3.5-9B,T_prompt_para_2,7,sensory,THINGS behavioral similarity,human_behavioral,0.41304377276917315,aggregate,0.34123937537498,0.48102382393959087
Qwen/Qwen3.5-9B,T_prompt_para_2,7,sensory,DINOv2,pure_vision,0.3024858913016808,aggregate,0.23157737695241687,0.36889468772428247
Qwen/Qwen3.5-9B,T_prompt_para_2,7,sensory,CLIP ViT-L/14,vision_language,0.21563498537182751,aggregate,0.13992415487953486,0.2872251626081254
Qwen/Qwen3.5-9B,T_prompt_para_2,7,sensory,SigLIP2,vision_language,0.3195704100309364,aggregate,0.2469351777242124,0.3835578009272579
Qwen/Qwen3.5-9B,T_prompt_para_2,8,sensory,THINGS behavioral similarity,human_behavioral,0.4379279370678407,aggregate,0.36614794554723806,0.497744976208094
Qwen/Qwen3.5-9B,T_prompt_para_2,8,sensory,DINOv2,pure_vision,0.3569563191273718,aggregate,0.2855520894553498,0.42124415323838443
Qwen/Qwen3.5-9B,T_prompt_para_2,8,sensory,CLIP ViT-L/14,vision_language,0.26432767880136304,aggregate,0.18568322926621988,0.33188749387547434
Qwen/Qwen3.5-9B,T_prompt_para_2,8,sensory,SigLIP2,vision_language,0.2648909491014754,aggregate,0.1911316130153929,0.33986988262610157
Qwen/Qwen3.5-9B,T_prompt_para_2,9,sensory,THINGS behavioral similarity,human_behavioral,0.4545084702111451,aggregate,0.3874538821284964,0.5168610094728874
Qwen/Qwen3.5-9B,T_prompt_para_2,9,sensory,DINOv2,pure_vision,0.36734487063434434,aggregate,0.29417194164267957,0.42763416044012265
Qwen/Qwen3.5-9B,T_prompt_para_2,9,sensory,CLIP ViT-L/14,vision_language,0.22265403515403517,aggregate,0.14063108942746616,0.30097049293775824
Qwen/Qwen3.5-9B,T_prompt_para_2,9,sensory,SigLIP2,vision_language,0.2618681549602603,aggregate,0.19210983295033052,0.33531585604471514
Qwen/Qwen3.5-9B,T_prompt_para_2,10,sensory,THINGS behavioral similarity,human_behavioral,0.4625645112822576,aggregate,0.3936604710259938,0.5235694461461396
Qwen/Qwen3.5-9B,T_prompt_para_2,10,sensory,DINOv2,pure_vision,0.37408394316289056,aggregate,0.3019358318473452,0.43883303990285427
Qwen/Qwen3.5-9B,T_prompt_para_2,10,sensory,CLIP ViT-L/14,vision_language,0.207832752240647,aggregate,0.1340105416541506,0.2820548330105759
Qwen/Qwen3.5-9B,T_prompt_para_2,10,sensory,SigLIP2,vision_language,0.2794041050619998,aggregate,0.19859297392725983,0.35224343349539006
Qwen/Qwen3.5-9B,T_prompt_para_2,11,sensory,THINGS behavioral similarity,human_behavioral,0.45868488230991183,aggregate,0.39689565434582447,0.521751751323246
Qwen/Qwen3.5-9B,T_prompt_para_2,11,sensory,DINOv2,pure_vision,0.3700958733853471,aggregate,0.29539187680065737,0.4388608890394948
Qwen/Qwen3.5-9B,T_prompt_para_2,11,sensory,CLIP ViT-L/14,vision_language,0.1858279424068898,aggregate,0.10997435979972459,0.25521757288733543
Qwen/Qwen3.5-9B,T_prompt_para_2,11,sensory,SigLIP2,vision_language,0.2718299017641123,aggregate,0.20362575928778118,0.34218391858000885
Qwen/Qwen3.5-9B,T_prompt_para_2,12,sensory,THINGS behavioral similarity,human_behavioral,0.4524724632197211,aggregate,0.3859998091393316,0.5123467682558843
Qwen/Qwen3.5-9B,T_prompt_para_2,12,sensory,DINOv2,pure_vision,0.3616779389805706,aggregate,0.29345956332238354,0.42354661756339756
Qwen/Qwen3.5-9B,T_prompt_para_2,12,sensory,CLIP ViT-L/14,vision_language,0.17292836865205288,aggregate,0.09874747525830548,0.24592072960437822
Qwen/Qwen3.5-9B,T_prompt_para_2,12,sensory,SigLIP2,vision_language,0.27351477351477355,aggregate,0.20092967746918358,0.3492520282300881
Qwen/Qwen3.5-9B,T_prompt_para_2,13,sensory,THINGS behavioral similarity,human_behavioral,0.44282266507469686,aggregate,0.3759550956058905,0.5053087514483454
Qwen/Qwen3.5-9B,T_prompt_para_2,13,sensory,DINOv2,pure_vision,0.3559076996576997,aggregate,0.28846973260933856,0.42134653617185647
Qwen/Qwen3.5-9B,T_prompt_para_2,13,sensory,CLIP ViT-L/14,vision_language,0.17200270983165722,aggregate,0.10028803176553354,0.2453045943121848
Qwen/Qwen3.5-9B,T_prompt_para_2,13,sensory,SigLIP2,vision_language,0.2597737482605904,aggregate,0.18248171005419844,0.32702840738769906
Qwen/Qwen3.5-9B,T_prompt_para_2,14,sensory,THINGS behavioral similarity,human_behavioral,0.4472506075757081,aggregate,0.38031456112665984,0.5111659211136675
Qwen/Qwen3.5-9B,T_prompt_para_2,14,sensory,DINOv2,pure_vision,0.35601069647122285,aggregate,0.2827208689479611,0.41937837004992773
Qwen/Qwen3.5-9B,T_prompt_para_2,14,sensory,CLIP ViT-L/14,vision_language,0.17059398144924462,aggregate,0.0989469814462259,0.24282346570272995
Qwen/Qwen3.5-9B,T_prompt_para_2,14,sensory,SigLIP2,vision_language,0.24292838108627585,aggregate,0.1667463107963989,0.3207869837085746
Qwen/Qwen3.5-9B,T_prompt_para_2,15,sensory,THINGS behavioral similarity,human_behavioral,0.4513574750929757,aggregate,0.3889058890714005,0.5128685476861249
Qwen/Qwen3.5-9B,T_prompt_para_2,15,sensory,DINOv2,pure_vision,0.36046542954437694,aggregate,0.2936792094655684,0.4234560116697957
Qwen/Qwen3.5-9B,T_prompt_para_2,15,sensory,CLIP ViT-L/14,vision_language,0.15133430265009215,aggregate,0.08360937929403628,0.2272938571109271
Qwen/Qwen3.5-9B,T_prompt_para_2,15,sensory,SigLIP2,vision_language,0.229839841681947,aggregate,0.15509292763861568,0.3058893371381874
Qwen/Qwen3.5-9B,T_prompt_para_2,16,sensory,THINGS behavioral similarity,human_behavioral,0.447667671955528,aggregate,0.3785687103000511,0.5121790373860429
Qwen/Qwen3.5-9B,T_prompt_para_2,16,sensory,DINOv2,pure_vision,0.35968034652245184,aggregate,0.29206551953283993,0.42533688300299977
Qwen/Qwen3.5-9B,T_prompt_para_2,16,sensory,CLIP ViT-L/14,vision_language,0.15386622130043184,aggregate,0.07855623139626342,0.22991171502245392
Qwen/Qwen3.5-9B,T_prompt_para_2,16,sensory,SigLIP2,vision_language,0.2400276841066315,aggregate,0.15643875640618632,0.309840753747657
Qwen/Qwen3.5-9B,T_prompt_para_2,17,sensory,THINGS behavioral similarity,human_behavioral,0.437540567249397,aggregate,0.3685841226002008,0.4970700991912244
Qwen/Qwen3.5-9B,T_prompt_para_2,17,sensory,DINOv2,pure_vision,0.35376942778258574,aggregate,0.286659102738538,0.41560408836672874
Qwen/Qwen3.5-9B,T_prompt_para_2,17,sensory,CLIP ViT-L/14,vision_language,0.14648557740663007,aggregate,0.06283966571739459,0.21475930570748533
Qwen/Qwen3.5-9B,T_prompt_para_2,17,sensory,SigLIP2,vision_language,0.2422412521096732,aggregate,0.16649326827833352,0.3097830505821865
Qwen/Qwen3.5-9B,T_prompt_para_2,18,sensory,THINGS behavioral similarity,human_behavioral,0.4380894494837523,aggregate,0.3717029856158226,0.498967975143256
Qwen/Qwen3.5-9B,T_prompt_para_2,18,sensory,DINOv2,pure_vision,0.35152356533935486,aggregate,0.28073733147774543,0.41846038005736774
Qwen/Qwen3.5-9B,T_prompt_para_2,18,sensory,CLIP ViT-L/14,vision_language,0.1498461679382732,aggregate,0.07241707797994025,0.2197354430504241
Qwen/Qwen3.5-9B,T_prompt_para_2,18,sensory,SigLIP2,vision_language,0.24099555020607655,aggregate,0.16840317790387638,0.30829274791609956
Qwen/Qwen3.5-9B,T_prompt_para_2,19,sensory,THINGS behavioral similarity,human_behavioral,0.4460174099091482,aggregate,0.37804727591400267,0.5059979269831927
Qwen/Qwen3.5-9B,T_prompt_para_2,19,sensory,DINOv2,pure_vision,0.353765144883566,aggregate,0.2830789697045474,0.4126088087625932
Qwen/Qwen3.5-9B,T_prompt_para_2,19,sensory,CLIP ViT-L/14,vision_language,0.1413209192814456,aggregate,0.0686936033615742,0.21848183310624322
Qwen/Qwen3.5-9B,T_prompt_para_2,19,sensory,SigLIP2,vision_language,0.24633853581222007,aggregate,0.1672318003745096,0.3214854491540523
Qwen/Qwen3.5-9B,T_prompt_para_2,20,sensory,THINGS behavioral similarity,human_behavioral,0.4698699420864653,aggregate,0.4029870334581503,0.5322185078441476
Qwen/Qwen3.5-9B,T_prompt_para_2,20,sensory,DINOv2,pure_vision,0.3595112410901885,aggregate,0.294525490517918,0.42315736662718223
Qwen/Qwen3.5-9B,T_prompt_para_2,20,sensory,CLIP ViT-L/14,vision_language,0.13720795464216518,aggregate,0.05666196447522755,0.2065960164365633
Qwen/Qwen3.5-9B,T_prompt_para_2,20,sensory,SigLIP2,vision_language,0.2705539777908199,aggregate,0.19881023769324038,0.33786524426221515
Qwen/Qwen3.5-9B,T_prompt_para_2,21,sensory,THINGS behavioral similarity,human_behavioral,0.45007394697286585,aggregate,0.37964728127472425,0.5138183133606109
Qwen/Qwen3.5-9B,T_prompt_para_2,21,sensory,DINOv2,pure_vision,0.3461427244321982,aggregate,0.27748458214820204,0.4081030116596565
Qwen/Qwen3.5-9B,T_prompt_para_2,21,sensory,CLIP ViT-L/14,vision_language,0.15135861846388163,aggregate,0.07684452214399377,0.22482759320611792
Qwen/Qwen3.5-9B,T_prompt_para_2,21,sensory,SigLIP2,vision_language,0.2684380875170349,aggregate,0.19018613702393328,0.3394900117262023
Qwen/Qwen3.5-9B,T_prompt_para_2,22,sensory,THINGS behavioral similarity,human_behavioral,0.445338253449987,aggregate,0.3768035033091288,0.5075766652184153
Qwen/Qwen3.5-9B,T_prompt_para_2,22,sensory,DINOv2,pure_vision,0.3327197044302308,aggregate,0.268522358424732,0.4020145468281601
Qwen/Qwen3.5-9B,T_prompt_para_2,22,sensory,CLIP ViT-L/14,vision_language,0.1638166046060783,aggregate,0.08627607431448107,0.23460829881308878
Qwen/Qwen3.5-9B,T_prompt_para_2,22,sensory,SigLIP2,vision_language,0.24132364099469367,aggregate,0.16739741756572385,0.31559746420368134
Qwen/Qwen3.5-9B,T_prompt_para_2,23,sensory,THINGS behavioral similarity,human_behavioral,0.4488257192273604,aggregate,0.37798028751794066,0.5097540741314361
Qwen/Qwen3.5-9B,T_prompt_para_2,23,sensory,DINOv2,pure_vision,0.3410770565375829,aggregate,0.2686423964174364,0.40609263230260667
Qwen/Qwen3.5-9B,T_prompt_para_2,23,sensory,CLIP ViT-L/14,vision_language,0.18868670842355056,aggregate,0.11923817519056729,0.25236389150307575
Qwen/Qwen3.5-9B,T_prompt_para_2,23,sensory,SigLIP2,vision_language,0.2476958003273793,aggregate,0.1731577338043788,0.31624200716690276
Qwen/Qwen3.5-9B,T_prompt_para_2,24,sensory,THINGS behavioral similarity,human_behavioral,0.443748639803244,aggregate,0.37427187216870594,0.5042893711997579
Qwen/Qwen3.5-9B,T_prompt_para_2,24,sensory,DINOv2,pure_vision,0.3335590490195754,aggregate,0.2676695113926668,0.3959442390969624
Qwen/Qwen3.5-9B,T_prompt_para_2,24,sensory,CLIP ViT-L/14,vision_language,0.17811596101069788,aggregate,0.10834722645997352,0.2427734874799557
Qwen/Qwen3.5-9B,T_prompt_para_2,24,sensory,SigLIP2,vision_language,0.2704351273430221,aggregate,0.1988079342498861,0.34357877983444823
Qwen/Qwen3.5-9B,T_prompt_para_2,25,sensory,THINGS behavioral similarity,human_behavioral,0.4418978683793644,aggregate,0.37567083601351486,0.5066825057713971
Qwen/Qwen3.5-9B,T_prompt_para_2,25,sensory,DINOv2,pure_vision,0.3347658939764203,aggregate,0.26046153983975356,0.40044793441702137
Qwen/Qwen3.5-9B,T_prompt_para_2,25,sensory,CLIP ViT-L/14,vision_language,0.16792172877699196,aggregate,0.09270689512323166,0.2416560824169063
Qwen/Qwen3.5-9B,T_prompt_para_2,25,sensory,SigLIP2,vision_language,0.23712173712173715,aggregate,0.15908908932509308,0.3126970309225252
Qwen/Qwen3.5-9B,T_prompt_para_2,26,sensory,THINGS behavioral similarity,human_behavioral,0.45794199019165477,aggregate,0.38679343499058244,0.5244547863444945
Qwen/Qwen3.5-9B,T_prompt_para_2,26,sensory,DINOv2,pure_vision,0.3462521455942509,aggregate,0.2847173196785264,0.4138134354829253
Qwen/Qwen3.5-9B,T_prompt_para_2,26,sensory,CLIP ViT-L/14,vision_language,0.16950488167593433,aggregate,0.09328942237759952,0.24120640080020797
Qwen/Qwen3.5-9B,T_prompt_para_2,26,sensory,SigLIP2,vision_language,0.23690168591484384,aggregate,0.15802790527887148,0.3090830646465308
Qwen/Qwen3.5-9B,T_prompt_para_2,27,sensory,THINGS behavioral similarity,human_behavioral,0.4644342937249115,aggregate,0.3958264957802725,0.5262654561141857
Qwen/Qwen3.5-9B,T_prompt_para_2,27,sensory,DINOv2,pure_vision,0.3448544698544699,aggregate,0.277762984160753,0.40741480567015803
Qwen/Qwen3.5-9B,T_prompt_para_2,27,sensory,CLIP ViT-L/14,vision_language,0.1353153622890465,aggregate,0.058754205908825116,0.20733634065853035
Qwen/Qwen3.5-9B,T_prompt_para_2,27,sensory,SigLIP2,vision_language,0.22674144055723006,aggregate,0.1553734305046259,0.2966424805863923
Qwen/Qwen3.5-9B,T_prompt_para_2,28,sensory,THINGS behavioral similarity,human_behavioral,0.4787490627781008,aggregate,0.41215869880070727,0.53965639147487
Qwen/Qwen3.5-9B,T_prompt_para_2,28,sensory,DINOv2,pure_vision,0.35447714230608973,aggregate,0.2899212052595737,0.4192985123002426
Qwen/Qwen3.5-9B,T_prompt_para_2,28,sensory,CLIP ViT-L/14,vision_language,0.14935477435477437,aggregate,0.07553004324823069,0.21811244490506515
Qwen/Qwen3.5-9B,T_prompt_para_2,28,sensory,SigLIP2,vision_language,0.24214519773730303,aggregate,0.16989217597033934,0.3158754140996789
