model,layer,domain,condition,participation_ratio,num_concepts,feature_dim,concept_subset
Qwen/Qwen3-VL-8B-Instruct,29,sensory,M_matched_image,138.02147080564689,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,30,sensory,M_matched_image,150.35169777518303,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,31,sensory,M_matched_image,155.14587526493256,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,32,sensory,M_matched_image,163.3378100143161,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,33,sensory,M_matched_image,166.12038753528378,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,34,sensory,M_matched_image,149.55241517757588,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,35,sensory,M_matched_image,127.31718361821024,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,36,sensory,M_matched_image,6.456186972515948,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,0,sensory,M_prompt_plus_matched_image,686.9592695519443,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,1,sensory,M_prompt_plus_matched_image,156.73263346653943,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,2,sensory,M_prompt_plus_matched_image,234.59527843005583,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,3,sensory,M_prompt_plus_matched_image,231.39605282841706,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,4,sensory,M_prompt_plus_matched_image,293.27610368954834,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,5,sensory,M_prompt_plus_matched_image,300.3900366456,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,6,sensory,M_prompt_plus_matched_image,231.703751796421,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,7,sensory,M_prompt_plus_matched_image,205.5992950214125,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,8,sensory,M_prompt_plus_matched_image,202.347047858963,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,9,sensory,M_prompt_plus_matched_image,197.11535597351136,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,10,sensory,M_prompt_plus_matched_image,195.96119300749882,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,11,sensory,M_prompt_plus_matched_image,175.71834984389798,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,12,sensory,M_prompt_plus_matched_image,158.91833926975804,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,13,sensory,M_prompt_plus_matched_image,141.41636190239612,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,14,sensory,M_prompt_plus_matched_image,121.74151005593961,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,15,sensory,M_prompt_plus_matched_image,110.32885171108141,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,16,sensory,M_prompt_plus_matched_image,103.39456745191943,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,17,sensory,M_prompt_plus_matched_image,97.95958901083692,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,18,sensory,M_prompt_plus_matched_image,93.88621792624191,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,19,sensory,M_prompt_plus_matched_image,89.97660081496613,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,20,sensory,M_prompt_plus_matched_image,84.04048695685444,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,21,sensory,M_prompt_plus_matched_image,82.32170229042642,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,22,sensory,M_prompt_plus_matched_image,84.97054194741158,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,23,sensory,M_prompt_plus_matched_image,80.9398432137614,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,24,sensory,M_prompt_plus_matched_image,84.51080361991507,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,25,sensory,M_prompt_plus_matched_image,98.21269423007736,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,26,sensory,M_prompt_plus_matched_image,104.4801766117685,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,27,sensory,M_prompt_plus_matched_image,116.77041935712823,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,28,sensory,M_prompt_plus_matched_image,124.08307956927227,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,29,sensory,M_prompt_plus_matched_image,133.0031647403698,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,30,sensory,M_prompt_plus_matched_image,146.1028836021598,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,31,sensory,M_prompt_plus_matched_image,147.3943974751051,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,32,sensory,M_prompt_plus_matched_image,154.36386607400613,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,33,sensory,M_prompt_plus_matched_image,155.01900346130327,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,34,sensory,M_prompt_plus_matched_image,134.45113882873426,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,35,sensory,M_prompt_plus_matched_image,112.48285348955619,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,36,sensory,M_prompt_plus_matched_image,9.279322264500918,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,0,sensory,M_degraded_image,686.9592695519443,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,1,sensory,M_degraded_image,159.930262759523,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,2,sensory,M_degraded_image,234.39913620431898,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,3,sensory,M_degraded_image,230.48701028936534,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,4,sensory,M_degraded_image,299.14434010948577,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,5,sensory,M_degraded_image,312.5224369003066,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,6,sensory,M_degraded_image,243.38147259751065,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,7,sensory,M_degraded_image,218.36837637335063,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,8,sensory,M_degraded_image,218.71041571748268,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,9,sensory,M_degraded_image,213.55639308024226,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,10,sensory,M_degraded_image,210.86619314978952,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,11,sensory,M_degraded_image,189.15624839299457,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,12,sensory,M_degraded_image,168.58608182520268,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,13,sensory,M_degraded_image,152.1501702161129,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,14,sensory,M_degraded_image,131.90054179103007,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,15,sensory,M_degraded_image,118.67536274931827,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,16,sensory,M_degraded_image,109.09894575952633,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,17,sensory,M_degraded_image,103.69466330267335,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,18,sensory,M_degraded_image,98.20930682882356,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,19,sensory,M_degraded_image,93.99055504546344,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,20,sensory,M_degraded_image,87.02272954497563,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,21,sensory,M_degraded_image,85.36220278608648,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,22,sensory,M_degraded_image,86.8784772099366,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,23,sensory,M_degraded_image,86.4251063886887,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,24,sensory,M_degraded_image,90.55090833006493,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,25,sensory,M_degraded_image,105.97414310518667,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,26,sensory,M_degraded_image,113.29815492116582,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,27,sensory,M_degraded_image,128.40607719078778,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,28,sensory,M_degraded_image,136.39729109916573,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,29,sensory,M_degraded_image,145.82950114138373,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,30,sensory,M_degraded_image,159.93442119013804,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,31,sensory,M_degraded_image,166.55414469252352,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,32,sensory,M_degraded_image,175.8943537745261,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,33,sensory,M_degraded_image,179.23786398177523,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,34,sensory,M_degraded_image,163.35333970485564,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,35,sensory,M_degraded_image,136.96643215015084,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,36,sensory,M_degraded_image,7.273178257153283,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,0,sensory,M_mismatched_image,686.9592695519443,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,1,sensory,M_mismatched_image,159.2547686107448,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,2,sensory,M_mismatched_image,238.16297719078992,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,3,sensory,M_mismatched_image,242.29148465435026,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,4,sensory,M_mismatched_image,316.2288505135444,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,5,sensory,M_mismatched_image,333.3949721985445,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,6,sensory,M_mismatched_image,276.6302299253193,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,7,sensory,M_mismatched_image,245.34656934660538,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,8,sensory,M_mismatched_image,248.4212639258697,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,9,sensory,M_mismatched_image,241.50794364376782,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,10,sensory,M_mismatched_image,226.62100686843348,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,11,sensory,M_mismatched_image,200.9306036491634,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,12,sensory,M_mismatched_image,180.65763570015892,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,13,sensory,M_mismatched_image,161.41541213331075,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,14,sensory,M_mismatched_image,145.5003737238497,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,15,sensory,M_mismatched_image,132.61698603523524,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,16,sensory,M_mismatched_image,123.35184178583295,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,17,sensory,M_mismatched_image,117.21901487246639,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,18,sensory,M_mismatched_image,112.75618817614283,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,19,sensory,M_mismatched_image,108.12656575833618,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,20,sensory,M_mismatched_image,99.08858771209978,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,21,sensory,M_mismatched_image,98.54552111418526,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,22,sensory,M_mismatched_image,98.45500496383377,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,23,sensory,M_mismatched_image,98.40582640501471,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,24,sensory,M_mismatched_image,107.59258087856755,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,25,sensory,M_mismatched_image,129.30911677149962,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,26,sensory,M_mismatched_image,145.6272168275786,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,27,sensory,M_mismatched_image,164.62684117347035,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,28,sensory,M_mismatched_image,175.8049343340738,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,29,sensory,M_mismatched_image,188.82272323608905,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,30,sensory,M_mismatched_image,207.54116310153745,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,31,sensory,M_mismatched_image,220.66273292272717,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,32,sensory,M_mismatched_image,233.12022827539687,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,33,sensory,M_mismatched_image,239.79242461411673,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,34,sensory,M_mismatched_image,228.78544760648654,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,35,sensory,M_mismatched_image,207.2174083536869,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,36,sensory,M_mismatched_image,13.429520151835026,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,0,sensory,M_blank_image,686.9592695519443,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,1,sensory,M_blank_image,157.4373864847758,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,2,sensory,M_blank_image,235.54492941217242,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,3,sensory,M_blank_image,238.37555929965853,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,4,sensory,M_blank_image,310.62764098994893,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,5,sensory,M_blank_image,321.75787771408363,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,6,sensory,M_blank_image,261.7842480865941,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,7,sensory,M_blank_image,230.7854965929411,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,8,sensory,M_blank_image,232.69074201735123,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,9,sensory,M_blank_image,224.8368533802816,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,10,sensory,M_blank_image,206.97461446459556,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,11,sensory,M_blank_image,179.14418899773696,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,12,sensory,M_blank_image,156.48441901409166,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,13,sensory,M_blank_image,141.46336054164345,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,14,sensory,M_blank_image,124.87699516338542,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,15,sensory,M_blank_image,113.38978527733623,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,16,sensory,M_blank_image,103.4560154349186,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,17,sensory,M_blank_image,98.27180112411473,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,18,sensory,M_blank_image,94.38734220441363,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,19,sensory,M_blank_image,91.53031459488804,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,20,sensory,M_blank_image,82.12470729776648,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,21,sensory,M_blank_image,82.07451453862544,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,22,sensory,M_blank_image,82.81236523981329,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,23,sensory,M_blank_image,84.67790717787176,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,24,sensory,M_blank_image,94.60290624448771,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,25,sensory,M_blank_image,119.04392642386408,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,26,sensory,M_blank_image,137.28283278381147,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,27,sensory,M_blank_image,157.06875884666934,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,28,sensory,M_blank_image,170.1162832161753,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,29,sensory,M_blank_image,185.53753845469774,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,30,sensory,M_blank_image,205.34742047920287,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,31,sensory,M_blank_image,218.97589646035013,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,32,sensory,M_blank_image,230.51951900684384,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,33,sensory,M_blank_image,236.93317813567037,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,34,sensory,M_blank_image,230.84212988736567,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,35,sensory,M_blank_image,207.6708113663374,1854,4096,data/concepts/things_max_1854_concepts.csv
Qwen/Qwen3-VL-8B-Instruct,36,sensory,M_blank_image,17.663922962953922,1854,4096,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,0,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,1,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,2,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,3,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,4,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,5,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,6,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,7,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,8,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,9,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,10,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,11,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,12,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,13,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,14,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,15,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,16,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,17,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,18,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,19,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,20,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,21,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,22,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,23,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,24,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,25,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,26,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,27,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,28,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,29,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,30,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,31,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,32,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,33,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,34,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,35,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-so400m-patch16-384,36,sensory,reference_anchor_image,117.01746563453126,1854,1152,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,0,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,1,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,2,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,3,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,4,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,5,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
