model,layer,domain,condition,participation_ratio,num_concepts,feature_dim,concept_subset
google/siglip2-base-patch16-224,6,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,7,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,8,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,9,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,10,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,11,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,12,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,13,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,14,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,15,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,16,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,17,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,18,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,19,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,20,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,21,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,22,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,23,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,24,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,25,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,26,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,27,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,28,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,29,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,30,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,31,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,32,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,33,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,34,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,35,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
google/siglip2-base-patch16-224,36,sensory,reference_anchor_image,89.91945418014323,1854,768,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,0,sensory,T_neutral,522.2746579285438,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,1,sensory,T_neutral,271.8697837866462,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,2,sensory,T_neutral,213.88067227239534,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,3,sensory,T_neutral,238.60235231429405,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,4,sensory,T_neutral,246.4997532725292,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,5,sensory,T_neutral,251.4688942654202,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,6,sensory,T_neutral,221.78547707998857,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,7,sensory,T_neutral,217.96550907446377,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,8,sensory,T_neutral,203.3629246398515,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,9,sensory,T_neutral,189.39664949552062,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,10,sensory,T_neutral,164.82120412764942,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,11,sensory,T_neutral,138.7319536160794,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,12,sensory,T_neutral,116.99849862777094,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,13,sensory,T_neutral,99.54407903444846,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,14,sensory,T_neutral,91.15236830027285,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,15,sensory,T_neutral,86.37189199716619,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,16,sensory,T_neutral,82.45161002106697,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,17,sensory,T_neutral,78.25963622225834,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,18,sensory,T_neutral,84.89274666058168,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,19,sensory,T_neutral,93.06847520952394,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,20,sensory,T_neutral,94.7678188748039,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,21,sensory,T_neutral,114.0271668002625,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,22,sensory,T_neutral,123.09985482745053,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,23,sensory,T_neutral,124.71654860927171,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,24,sensory,T_neutral,147.64655895223345,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,25,sensory,T_neutral,166.1596957805302,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,26,sensory,T_neutral,179.78426301388114,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,27,sensory,T_neutral,191.8367517544279,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,28,sensory,T_neutral,192.86482742320877,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,29,sensory,T_neutral,213.04225317396413,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,30,sensory,T_neutral,223.934061015909,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,31,sensory,T_neutral,235.45924565670157,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,32,sensory,T_neutral,246.47447165340307,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,33,sensory,T_neutral,250.92605698012102,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,34,sensory,T_neutral,257.1929006352261,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,35,sensory,T_neutral,247.21679965648903,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,36,sensory,T_neutral,237.83672893498357,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,37,sensory,T_neutral,218.29569419448342,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,38,sensory,T_neutral,179.18894126847812,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,39,sensory,T_neutral,130.57956969965227,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,40,sensory,T_neutral,33.925376812253496,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,0,sensory,T_prompt_primary,522.2746579285438,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,1,sensory,T_prompt_primary,255.98398154140912,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,2,sensory,T_prompt_primary,220.97682717582794,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,3,sensory,T_prompt_primary,233.6234297307628,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,4,sensory,T_prompt_primary,219.8628418268136,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,5,sensory,T_prompt_primary,212.96583571089337,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,6,sensory,T_prompt_primary,194.69279627479497,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,7,sensory,T_prompt_primary,197.3682269145035,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,8,sensory,T_prompt_primary,178.59396606100458,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,9,sensory,T_prompt_primary,177.02812860475288,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,10,sensory,T_prompt_primary,165.52282797547377,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,11,sensory,T_prompt_primary,143.1429287561688,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,12,sensory,T_prompt_primary,120.09604598785018,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,13,sensory,T_prompt_primary,99.55015078964605,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,14,sensory,T_prompt_primary,90.06877074520312,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,15,sensory,T_prompt_primary,84.42191273522805,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,16,sensory,T_prompt_primary,80.7354620079409,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,17,sensory,T_prompt_primary,77.49187768024785,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,18,sensory,T_prompt_primary,81.88025525556729,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,19,sensory,T_prompt_primary,88.24435638591513,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,20,sensory,T_prompt_primary,91.4559983588374,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,21,sensory,T_prompt_primary,105.7706167041319,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,22,sensory,T_prompt_primary,112.95633905436083,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,23,sensory,T_prompt_primary,115.56856954595922,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,24,sensory,T_prompt_primary,131.52601941229835,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,25,sensory,T_prompt_primary,141.35361284765312,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,26,sensory,T_prompt_primary,146.97335976919683,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,27,sensory,T_prompt_primary,156.18887578338143,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,28,sensory,T_prompt_primary,153.30482027770557,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,29,sensory,T_prompt_primary,170.30491385551684,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,30,sensory,T_prompt_primary,179.80259070712177,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,31,sensory,T_prompt_primary,188.54569397767042,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,32,sensory,T_prompt_primary,199.28761429360927,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,33,sensory,T_prompt_primary,204.1777162992132,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,34,sensory,T_prompt_primary,207.03586614102295,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,35,sensory,T_prompt_primary,199.3822243601722,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,36,sensory,T_prompt_primary,187.74628901777888,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,37,sensory,T_prompt_primary,173.38355316952388,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,38,sensory,T_prompt_primary,143.85450977284265,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,39,sensory,T_prompt_primary,113.25291777359514,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,40,sensory,T_prompt_primary,40.78265853007727,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,0,sensory,T_prompt_para_1,522.2746579285438,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,1,sensory,T_prompt_para_1,261.34686206637616,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,2,sensory,T_prompt_para_1,221.01738344048542,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,3,sensory,T_prompt_para_1,224.44756325255568,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,4,sensory,T_prompt_para_1,219.4292558376947,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,5,sensory,T_prompt_para_1,214.35797294380697,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,6,sensory,T_prompt_para_1,192.50095745934615,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,7,sensory,T_prompt_para_1,187.81007153759163,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,8,sensory,T_prompt_para_1,171.3786253383971,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,9,sensory,T_prompt_para_1,171.59874435328996,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,10,sensory,T_prompt_para_1,162.4728501226552,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,11,sensory,T_prompt_para_1,141.6540843063398,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,12,sensory,T_prompt_para_1,119.79329639146322,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,13,sensory,T_prompt_para_1,97.50009177320466,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,14,sensory,T_prompt_para_1,86.92564123458638,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,15,sensory,T_prompt_para_1,83.47013629597333,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,16,sensory,T_prompt_para_1,79.74378309026044,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,17,sensory,T_prompt_para_1,72.45776048282234,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,18,sensory,T_prompt_para_1,77.69374459330048,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,19,sensory,T_prompt_para_1,84.2846184054306,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,20,sensory,T_prompt_para_1,84.97054535610738,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,21,sensory,T_prompt_para_1,101.85578039961754,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,22,sensory,T_prompt_para_1,108.09995147408057,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,23,sensory,T_prompt_para_1,110.56493347353607,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,24,sensory,T_prompt_para_1,129.3940367005032,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,25,sensory,T_prompt_para_1,138.05885061785892,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,26,sensory,T_prompt_para_1,146.09455619636452,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,27,sensory,T_prompt_para_1,153.34597202537867,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,28,sensory,T_prompt_para_1,150.69320387295775,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,29,sensory,T_prompt_para_1,168.60188119425126,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,30,sensory,T_prompt_para_1,178.54706470676055,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,31,sensory,T_prompt_para_1,189.20991525359213,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,32,sensory,T_prompt_para_1,202.20144383018948,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,33,sensory,T_prompt_para_1,209.4062991322416,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,34,sensory,T_prompt_para_1,215.02828193176063,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,35,sensory,T_prompt_para_1,208.2148224196613,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,36,sensory,T_prompt_para_1,197.3077119025785,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,37,sensory,T_prompt_para_1,183.6778058375985,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,38,sensory,T_prompt_para_1,153.86095078744475,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,39,sensory,T_prompt_para_1,123.6462097730319,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,40,sensory,T_prompt_para_1,46.563598018356494,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,0,sensory,T_prompt_para_2,522.5324915235931,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,1,sensory,T_prompt_para_2,262.843052318281,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,2,sensory,T_prompt_para_2,195.7239268753185,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,3,sensory,T_prompt_para_2,211.97347824870184,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,4,sensory,T_prompt_para_2,215.05585605807576,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,5,sensory,T_prompt_para_2,216.02035107296422,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,6,sensory,T_prompt_para_2,197.93569432844183,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,7,sensory,T_prompt_para_2,200.83429228084552,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,8,sensory,T_prompt_para_2,191.025917851617,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,9,sensory,T_prompt_para_2,193.99486049329911,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,10,sensory,T_prompt_para_2,189.96604414791844,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,11,sensory,T_prompt_para_2,170.7349337229902,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,12,sensory,T_prompt_para_2,142.79394577779703,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,13,sensory,T_prompt_para_2,118.26642027008455,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,14,sensory,T_prompt_para_2,107.81288557436173,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,15,sensory,T_prompt_para_2,101.52784786516897,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,16,sensory,T_prompt_para_2,88.64038816538839,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,17,sensory,T_prompt_para_2,83.02213091786221,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,18,sensory,T_prompt_para_2,87.99600324018793,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,19,sensory,T_prompt_para_2,91.21500446150374,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,20,sensory,T_prompt_para_2,93.46586262220592,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,21,sensory,T_prompt_para_2,104.45161779421421,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,22,sensory,T_prompt_para_2,113.14292063591814,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,23,sensory,T_prompt_para_2,117.78525339052108,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,24,sensory,T_prompt_para_2,134.31951238101485,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,25,sensory,T_prompt_para_2,152.98316904691967,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,26,sensory,T_prompt_para_2,161.205853158333,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,27,sensory,T_prompt_para_2,173.82195867390382,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,28,sensory,T_prompt_para_2,174.8391794052444,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,29,sensory,T_prompt_para_2,194.31291504066678,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,30,sensory,T_prompt_para_2,201.92195631841054,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,31,sensory,T_prompt_para_2,213.22827107326748,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,32,sensory,T_prompt_para_2,223.04858925317933,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,33,sensory,T_prompt_para_2,227.81166446188632,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,34,sensory,T_prompt_para_2,233.82952235943225,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,35,sensory,T_prompt_para_2,226.7197764107733,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,36,sensory,T_prompt_para_2,205.36083933051117,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,37,sensory,T_prompt_para_2,191.45753534845596,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,38,sensory,T_prompt_para_2,157.98079677538308,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,39,sensory,T_prompt_para_2,121.25667077273738,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-24B-Instruct-2501,40,sensory,T_prompt_para_2,39.551561105160246,1854,5120,data/concepts/things_max_1854_concepts.csv
mistralai/Mistral-Small-3.1-24B-Instruct-2503,0,sensory,M_text_only,511.46225921110033,1854,5120,data/concepts/things_max_1854_concepts.csv
