anchor_name,condition,layer,summary_type,rsa_score,value
lancaster_perceptual,M_matched_image,0,trajectory,0.060878380859286416,
THINGS behavioral similarity,M_matched_image,1,trajectory,0.05113432445340829,
controlled_THINGS,M_matched_image,1,trajectory,0.05174817852528149,
SigLIP2,M_matched_image,1,trajectory,0.047090082677813484,
lancaster_perceptual,M_matched_image,1,trajectory,0.038155734996746495,
THINGS behavioral similarity,M_matched_image,2,trajectory,0.053860659063104464,
controlled_THINGS,M_matched_image,2,trajectory,0.05519573914779651,
SigLIP2,M_matched_image,2,trajectory,0.04833737488904336,
lancaster_perceptual,M_matched_image,2,trajectory,0.0525312612520823,
THINGS behavioral similarity,M_matched_image,3,trajectory,0.05457925999612969,
controlled_THINGS,M_matched_image,3,trajectory,0.05462049651612156,
SigLIP2,M_matched_image,3,trajectory,0.05647567234305248,
lancaster_perceptual,M_matched_image,3,trajectory,0.05419935442791186,
THINGS behavioral similarity,M_matched_image,4,trajectory,0.0632099550187409,
controlled_THINGS,M_matched_image,4,trajectory,0.06543209095291022,
SigLIP2,M_matched_image,4,trajectory,0.05118876153909223,
lancaster_perceptual,M_matched_image,4,trajectory,0.04848627568963563,
THINGS behavioral similarity,M_matched_image,5,trajectory,0.10023624436009412,
controlled_THINGS,M_matched_image,5,trajectory,0.09880319212842618,
SigLIP2,M_matched_image,5,trajectory,0.039977515933303856,
lancaster_perceptual,M_matched_image,5,trajectory,0.06856750425883174,
THINGS behavioral similarity,M_matched_image,6,trajectory,0.1363641298895162,
controlled_THINGS,M_matched_image,6,trajectory,0.1321570454779929,
SigLIP2,M_matched_image,6,trajectory,0.05821808158576872,
lancaster_perceptual,M_matched_image,6,trajectory,0.11126189209883698,
THINGS behavioral similarity,M_matched_image,7,trajectory,0.14760323025500036,
controlled_THINGS,M_matched_image,7,trajectory,0.1398374949664707,
SigLIP2,M_matched_image,7,trajectory,0.06912431720063862,
lancaster_perceptual,M_matched_image,7,trajectory,0.13041178655299063,
THINGS behavioral similarity,M_matched_image,8,trajectory,0.15933807768744163,
controlled_THINGS,M_matched_image,8,trajectory,0.15071538148721436,
SigLIP2,M_matched_image,8,trajectory,0.07187615410936667,
lancaster_perceptual,M_matched_image,8,trajectory,0.12275408811201671,
THINGS behavioral similarity,M_matched_image,9,trajectory,0.1627767092039433,
controlled_THINGS,M_matched_image,9,trajectory,0.1541311816737985,
SigLIP2,M_matched_image,9,trajectory,0.06872177102138015,
lancaster_perceptual,M_matched_image,9,trajectory,0.08442490224385911,
THINGS behavioral similarity,M_matched_image,10,trajectory,0.1949534458560255,
controlled_THINGS,M_matched_image,10,trajectory,0.18647749074303152,
SigLIP2,M_matched_image,10,trajectory,0.11372137207604807,
lancaster_perceptual,M_matched_image,10,trajectory,0.12308168762027837,
THINGS behavioral similarity,M_matched_image,11,trajectory,0.2409336613289101,
controlled_THINGS,M_matched_image,11,trajectory,0.23025176118293222,
SigLIP2,M_matched_image,11,trajectory,0.1484443836670527,
lancaster_perceptual,M_matched_image,11,trajectory,0.17255798473428696,
THINGS behavioral similarity,M_matched_image,12,trajectory,0.2525091876564981,
controlled_THINGS,M_matched_image,12,trajectory,0.24218266383446463,
SigLIP2,M_matched_image,12,trajectory,0.1565177667302396,
lancaster_perceptual,M_matched_image,12,trajectory,0.1951657258102695,
THINGS behavioral similarity,M_matched_image,13,trajectory,0.2506179602577267,
controlled_THINGS,M_matched_image,13,trajectory,0.24058909213529664,
SigLIP2,M_matched_image,13,trajectory,0.15889452294348516,
lancaster_perceptual,M_matched_image,13,trajectory,0.19770546686251442,
THINGS behavioral similarity,M_matched_image,14,trajectory,0.2702823020846613,
controlled_THINGS,M_matched_image,14,trajectory,0.2602054176591755,
SigLIP2,M_matched_image,14,trajectory,0.1875794347023547,
lancaster_perceptual,M_matched_image,14,trajectory,0.20098913310753866,
THINGS behavioral similarity,M_matched_image,15,trajectory,0.28164609028011367,
controlled_THINGS,M_matched_image,15,trajectory,0.27171163962589606,
SigLIP2,M_matched_image,15,trajectory,0.19589416624935835,
lancaster_perceptual,M_matched_image,15,trajectory,0.21014657554560887,
THINGS behavioral similarity,M_matched_image,16,trajectory,0.2666744087369663,
controlled_THINGS,M_matched_image,16,trajectory,0.2580001879177638,
SigLIP2,M_matched_image,16,trajectory,0.19140216286250056,
lancaster_perceptual,M_matched_image,16,trajectory,0.17969011044918184,
THINGS behavioral similarity,M_matched_image,17,trajectory,0.2774586107112424,
controlled_THINGS,M_matched_image,17,trajectory,0.26801668907302945,
SigLIP2,M_matched_image,17,trajectory,0.19978681434893258,
lancaster_perceptual,M_matched_image,17,trajectory,0.18531692426744573,
THINGS behavioral similarity,M_matched_image,18,trajectory,0.2737035629816939,
controlled_THINGS,M_matched_image,18,trajectory,0.2653193895531038,
SigLIP2,M_matched_image,18,trajectory,0.19355723762898644,
lancaster_perceptual,M_matched_image,18,trajectory,0.185263982678035,
THINGS behavioral similarity,M_matched_image,19,trajectory,0.26564958757259677,
controlled_THINGS,M_matched_image,19,trajectory,0.2575197945737232,
SigLIP2,M_matched_image,19,trajectory,0.19063269913994615,
lancaster_perceptual,M_matched_image,19,trajectory,0.18526082289539544,
THINGS behavioral similarity,M_matched_image,20,trajectory,0.2434760679812058,
controlled_THINGS,M_matched_image,20,trajectory,0.23501091177530248,
SigLIP2,M_matched_image,20,trajectory,0.18135036390114836,
lancaster_perceptual,M_matched_image,20,trajectory,0.15891748025356991,
THINGS behavioral similarity,M_matched_image,21,trajectory,0.23980958369494543,
controlled_THINGS,M_matched_image,21,trajectory,0.23264366153073598,
SigLIP2,M_matched_image,21,trajectory,0.1808967804733442,
lancaster_perceptual,M_matched_image,21,trajectory,0.16071609087039465,
THINGS behavioral similarity,M_matched_image,22,trajectory,0.2271967894724211,
controlled_THINGS,M_matched_image,22,trajectory,0.21939095766864028,
SigLIP2,M_matched_image,22,trajectory,0.17396572762335624,
lancaster_perceptual,M_matched_image,22,trajectory,0.15414015748953222,
THINGS behavioral similarity,M_matched_image,23,trajectory,0.22728859868335388,
controlled_THINGS,M_matched_image,23,trajectory,0.2204765059132041,
SigLIP2,M_matched_image,23,trajectory,0.16895015417561346,
lancaster_perceptual,M_matched_image,23,trajectory,0.14935542847574498,
THINGS behavioral similarity,M_matched_image,24,trajectory,0.25596337718796275,
controlled_THINGS,M_matched_image,24,trajectory,0.24775054368279753,
SigLIP2,M_matched_image,24,trajectory,0.18939954220858232,
lancaster_perceptual,M_matched_image,24,trajectory,0.18572230613274104,
THINGS behavioral similarity,M_matched_image,25,trajectory,0.26594393033194524,
controlled_THINGS,M_matched_image,25,trajectory,0.2586153161771275,
SigLIP2,M_matched_image,25,trajectory,0.18967271659656892,
lancaster_perceptual,M_matched_image,25,trajectory,0.2157924224770182,
THINGS behavioral similarity,M_matched_image,26,trajectory,0.2549294664748778,
controlled_THINGS,M_matched_image,26,trajectory,0.24654883365025682,
SigLIP2,M_matched_image,26,trajectory,0.17190081617378905,
lancaster_perceptual,M_matched_image,26,trajectory,0.20822967391961428,
THINGS behavioral similarity,M_matched_image,27,trajectory,0.2423059345947353,
controlled_THINGS,M_matched_image,27,trajectory,0.23554622157279323,
SigLIP2,M_matched_image,27,trajectory,0.17456854785797454,
lancaster_perceptual,M_matched_image,27,trajectory,0.19428760394838196,
THINGS behavioral similarity,M_matched_image,28,trajectory,0.23289688167454414,
controlled_THINGS,M_matched_image,28,trajectory,0.22607083667923583,
SigLIP2,M_matched_image,28,trajectory,0.16594200449195373,
lancaster_perceptual,M_matched_image,28,trajectory,0.17502373993266734,
THINGS behavioral similarity,M_matched_image,29,trajectory,0.2216381413055368,
controlled_THINGS,M_matched_image,29,trajectory,0.21597661586927144,
SigLIP2,M_matched_image,29,trajectory,0.1585308484314502,
lancaster_perceptual,M_matched_image,29,trajectory,0.1642720180332614,
THINGS behavioral similarity,M_matched_image,30,trajectory,0.2290786404253595,
controlled_THINGS,M_matched_image,30,trajectory,0.22175289916943483,
SigLIP2,M_matched_image,30,trajectory,0.15855446447702273,
lancaster_perceptual,M_matched_image,30,trajectory,0.20208088593062534,
THINGS behavioral similarity,M_matched_image,31,trajectory,0.2271969911312831,
controlled_THINGS,M_matched_image,31,trajectory,0.21797135516003158,
SigLIP2,M_matched_image,31,trajectory,0.1586518856747889,
lancaster_perceptual,M_matched_image,31,trajectory,0.2061176757979814,
THINGS behavioral similarity,M_matched_image,32,trajectory,0.21914251706463744,
controlled_THINGS,M_matched_image,32,trajectory,0.20943673169969643,
SigLIP2,M_matched_image,32,trajectory,0.15920089658829464,
lancaster_perceptual,M_matched_image,32,trajectory,0.20804887943381437,
THINGS behavioral similarity,M_matched_image,33,trajectory,0.19290170272824417,
controlled_THINGS,M_matched_image,33,trajectory,0.18292866371650013,
SigLIP2,M_matched_image,33,trajectory,0.13833459168676318,
lancaster_perceptual,M_matched_image,33,trajectory,0.18951182693793855,
THINGS behavioral similarity,M_matched_image,34,trajectory,0.16488056204871918,
controlled_THINGS,M_matched_image,34,trajectory,0.15453235431876106,
SigLIP2,M_matched_image,34,trajectory,0.10937497757022588,
lancaster_perceptual,M_matched_image,34,trajectory,0.16669207987700557,
THINGS behavioral similarity,M_matched_image,35,trajectory,0.15926098997725086,
controlled_THINGS,M_matched_image,35,trajectory,0.148385990779119,
SigLIP2,M_matched_image,35,trajectory,0.10744233344943775,
lancaster_perceptual,M_matched_image,35,trajectory,0.14971454135880377,
THINGS behavioral similarity,M_matched_image,36,trajectory,0.12856163121363942,
controlled_THINGS,M_matched_image,36,trajectory,0.11219779467741771,
SigLIP2,M_matched_image,36,trajectory,0.09824391743853367,
lancaster_perceptual,M_matched_image,36,trajectory,0.18412143864239847,
THINGS behavioral similarity,M_mismatched_image,0,trajectory,0.09241568404035716,
controlled_THINGS,M_mismatched_image,0,trajectory,0.08831683933466064,
SigLIP2,M_mismatched_image,0,trajectory,0.07302365242467256,
lancaster_perceptual,M_mismatched_image,0,trajectory,0.060878380859286416,
THINGS behavioral similarity,M_mismatched_image,1,trajectory,0.04907277307424677,
controlled_THINGS,M_mismatched_image,1,trajectory,0.04994753886037665,
SigLIP2,M_mismatched_image,1,trajectory,0.04298060604398004,
lancaster_perceptual,M_mismatched_image,1,trajectory,0.039005313737423226,
THINGS behavioral similarity,M_mismatched_image,2,trajectory,0.050664779237342146,
controlled_THINGS,M_mismatched_image,2,trajectory,0.05219994486537885,
SigLIP2,M_mismatched_image,2,trajectory,0.044976425179339564,
lancaster_perceptual,M_mismatched_image,2,trajectory,0.05395009586016444,
THINGS behavioral similarity,M_mismatched_image,3,trajectory,0.0468962942887358,
controlled_THINGS,M_mismatched_image,3,trajectory,0.04791266857866711,
SigLIP2,M_mismatched_image,3,trajectory,0.04949007875221961,
lancaster_perceptual,M_mismatched_image,3,trajectory,0.052089809985395245,
THINGS behavioral similarity,M_mismatched_image,4,trajectory,0.05261455553938727,
controlled_THINGS,M_mismatched_image,4,trajectory,0.05627857094089926,
SigLIP2,M_mismatched_image,4,trajectory,0.042906264549374865,
lancaster_perceptual,M_mismatched_image,4,trajectory,0.04288692507306017,
THINGS behavioral similarity,M_mismatched_image,5,trajectory,0.08263085281292153,
controlled_THINGS,M_mismatched_image,5,trajectory,0.08340285495865458,
SigLIP2,M_mismatched_image,5,trajectory,0.030444154652795447,
lancaster_perceptual,M_mismatched_image,5,trajectory,0.05185452793166132,
THINGS behavioral similarity,M_mismatched_image,6,trajectory,0.12466858267829248,
controlled_THINGS,M_mismatched_image,6,trajectory,0.12320967036145444,
SigLIP2,M_mismatched_image,6,trajectory,0.05826560151685481,
lancaster_perceptual,M_mismatched_image,6,trajectory,0.09836090969659265,
THINGS behavioral similarity,M_mismatched_image,7,trajectory,0.13802902153372207,
controlled_THINGS,M_mismatched_image,7,trajectory,0.13404653089218793,
SigLIP2,M_mismatched_image,7,trajectory,0.0715375915108522,
lancaster_perceptual,M_mismatched_image,7,trajectory,0.108679893732327,
THINGS behavioral similarity,M_mismatched_image,8,trajectory,0.1492192222229883,
controlled_THINGS,M_mismatched_image,8,trajectory,0.14444664429543064,
SigLIP2,M_mismatched_image,8,trajectory,0.07464778583316392,
lancaster_perceptual,M_mismatched_image,8,trajectory,0.10030102804775279,
THINGS behavioral similarity,M_mismatched_image,9,trajectory,0.15000877145184474,
controlled_THINGS,M_mismatched_image,9,trajectory,0.14686247780436568,
SigLIP2,M_mismatched_image,9,trajectory,0.07885892947920163,
lancaster_perceptual,M_mismatched_image,9,trajectory,0.061496898708543656,
THINGS behavioral similarity,M_mismatched_image,10,trajectory,0.17375233719753774,
controlled_THINGS,M_mismatched_image,10,trajectory,0.16846183221650737,
SigLIP2,M_mismatched_image,10,trajectory,0.1056037183935089,
lancaster_perceptual,M_mismatched_image,10,trajectory,0.09712681837815629,
THINGS behavioral similarity,M_mismatched_image,11,trajectory,0.21537441664821053,
controlled_THINGS,M_mismatched_image,11,trajectory,0.20410563962866968,
SigLIP2,M_mismatched_image,11,trajectory,0.14296754153890895,
lancaster_perceptual,M_mismatched_image,11,trajectory,0.15052462524482127,
THINGS behavioral similarity,M_mismatched_image,12,trajectory,0.22498714098829362,
controlled_THINGS,M_mismatched_image,12,trajectory,0.21152321335201238,
SigLIP2,M_mismatched_image,12,trajectory,0.14682941706456906,
lancaster_perceptual,M_mismatched_image,12,trajectory,0.17408281229048467,
THINGS behavioral similarity,M_mismatched_image,13,trajectory,0.22500299810703533,
controlled_THINGS,M_mismatched_image,13,trajectory,0.20906044809647345,
SigLIP2,M_mismatched_image,13,trajectory,0.1546876599678851,
lancaster_perceptual,M_mismatched_image,13,trajectory,0.18340688813611278,
THINGS behavioral similarity,M_mismatched_image,14,trajectory,0.23497000196160572,
controlled_THINGS,M_mismatched_image,14,trajectory,0.22017341759870868,
SigLIP2,M_mismatched_image,14,trajectory,0.1699075549381744,
lancaster_perceptual,M_mismatched_image,14,trajectory,0.18112903232784686,
THINGS behavioral similarity,M_mismatched_image,15,trajectory,0.2384456143207273,
controlled_THINGS,M_mismatched_image,15,trajectory,0.22446439951602645,
SigLIP2,M_mismatched_image,15,trajectory,0.1790745638465942,
lancaster_perceptual,M_mismatched_image,15,trajectory,0.18339478037034404,
THINGS behavioral similarity,M_mismatched_image,16,trajectory,0.22339312813670967,
controlled_THINGS,M_mismatched_image,16,trajectory,0.21114810314757257,
SigLIP2,M_mismatched_image,16,trajectory,0.17845972311984837,
lancaster_perceptual,M_mismatched_image,16,trajectory,0.15237446140115954,
THINGS behavioral similarity,M_mismatched_image,17,trajectory,0.22206118550628806,
controlled_THINGS,M_mismatched_image,17,trajectory,0.20924351305963235,
SigLIP2,M_mismatched_image,17,trajectory,0.18156532969928196,
lancaster_perceptual,M_mismatched_image,17,trajectory,0.14928871253574233,
THINGS behavioral similarity,M_mismatched_image,18,trajectory,0.21267826680226437,
controlled_THINGS,M_mismatched_image,18,trajectory,0.20055707394084926,
SigLIP2,M_mismatched_image,18,trajectory,0.17391386717911111,
lancaster_perceptual,M_mismatched_image,18,trajectory,0.14234049732358983,
THINGS behavioral similarity,M_mismatched_image,19,trajectory,0.19919548571329035,
controlled_THINGS,M_mismatched_image,19,trajectory,0.18725949282213353,
SigLIP2,M_mismatched_image,19,trajectory,0.16307730472397847,
lancaster_perceptual,M_mismatched_image,19,trajectory,0.13149932911214982,
THINGS behavioral similarity,M_mismatched_image,20,trajectory,0.18484779788458192,
controlled_THINGS,M_mismatched_image,20,trajectory,0.17514288401782596,
SigLIP2,M_mismatched_image,20,trajectory,0.15180236221498,
lancaster_perceptual,M_mismatched_image,20,trajectory,0.11284486652913843,
THINGS behavioral similarity,M_mismatched_image,21,trajectory,0.18299961290380912,
controlled_THINGS,M_mismatched_image,21,trajectory,0.17480329150685806,
SigLIP2,M_mismatched_image,21,trajectory,0.14914691820452836,
lancaster_perceptual,M_mismatched_image,21,trajectory,0.11813018716926828,
THINGS behavioral similarity,M_mismatched_image,22,trajectory,0.17529703757168633,
controlled_THINGS,M_mismatched_image,22,trajectory,0.16763595359535488,
SigLIP2,M_mismatched_image,22,trajectory,0.1418445832788302,
lancaster_perceptual,M_mismatched_image,22,trajectory,0.10938329454141975,
THINGS behavioral similarity,M_mismatched_image,23,trajectory,0.17303148322509676,
controlled_THINGS,M_mismatched_image,23,trajectory,0.1677704616533968,
SigLIP2,M_mismatched_image,23,trajectory,0.13072362845281313,
lancaster_perceptual,M_mismatched_image,23,trajectory,0.10236913698673498,
THINGS behavioral similarity,M_mismatched_image,24,trajectory,0.18599037168633117,
controlled_THINGS,M_mismatched_image,24,trajectory,0.18136411766951285,
SigLIP2,M_mismatched_image,24,trajectory,0.13869460812354573,
lancaster_perceptual,M_mismatched_image,24,trajectory,0.12415329202641626,
THINGS behavioral similarity,M_mismatched_image,25,trajectory,0.18140509199455102,
controlled_THINGS,M_mismatched_image,25,trajectory,0.17969015601912908,
SigLIP2,M_mismatched_image,25,trajectory,0.1273872325762584,
lancaster_perceptual,M_mismatched_image,25,trajectory,0.13169565046697473,
THINGS behavioral similarity,M_mismatched_image,26,trajectory,0.1791515338684017,
controlled_THINGS,M_mismatched_image,26,trajectory,0.17777384110572017,
SigLIP2,M_mismatched_image,26,trajectory,0.11902060697793813,
lancaster_perceptual,M_mismatched_image,26,trajectory,0.12764249581819886,
THINGS behavioral similarity,M_mismatched_image,27,trajectory,0.1705088276677683,
controlled_THINGS,M_mismatched_image,27,trajectory,0.1702959529786564,
SigLIP2,M_mismatched_image,27,trajectory,0.11705841280609965,
lancaster_perceptual,M_mismatched_image,27,trajectory,0.11929781318749952,
THINGS behavioral similarity,M_mismatched_image,28,trajectory,0.165653491674222,
controlled_THINGS,M_mismatched_image,28,trajectory,0.16507785810210487,
SigLIP2,M_mismatched_image,28,trajectory,0.1067362036288799,
lancaster_perceptual,M_mismatched_image,28,trajectory,0.11168271763694634,
THINGS behavioral similarity,M_mismatched_image,29,trajectory,0.16055491780310144,
controlled_THINGS,M_mismatched_image,29,trajectory,0.16025673902373014,
SigLIP2,M_mismatched_image,29,trajectory,0.09826290504540716,
lancaster_perceptual,M_mismatched_image,29,trajectory,0.1095197097241104,
THINGS behavioral similarity,M_mismatched_image,30,trajectory,0.17000274859445547,
controlled_THINGS,M_mismatched_image,30,trajectory,0.16735565115116224,
SigLIP2,M_mismatched_image,30,trajectory,0.09155051653825035,
lancaster_perceptual,M_mismatched_image,30,trajectory,0.14516691428265566,
THINGS behavioral similarity,M_mismatched_image,31,trajectory,0.1763173861971985,
controlled_THINGS,M_mismatched_image,31,trajectory,0.1706535489999491,
SigLIP2,M_mismatched_image,31,trajectory,0.08750889411042713,
lancaster_perceptual,M_mismatched_image,31,trajectory,0.16497371585930945,
THINGS behavioral similarity,M_mismatched_image,32,trajectory,0.17612816963553354,
controlled_THINGS,M_mismatched_image,32,trajectory,0.1686242376243211,
SigLIP2,M_mismatched_image,32,trajectory,0.08808743985411585,
lancaster_perceptual,M_mismatched_image,32,trajectory,0.17874602163170358,
THINGS behavioral similarity,M_mismatched_image,33,trajectory,0.16267136183570194,
controlled_THINGS,M_mismatched_image,33,trajectory,0.1542816794565379,
SigLIP2,M_mismatched_image,33,trajectory,0.07718107144818147,
lancaster_perceptual,M_mismatched_image,33,trajectory,0.17282639309342696,
THINGS behavioral similarity,M_mismatched_image,34,trajectory,0.14866918274048116,
controlled_THINGS,M_mismatched_image,34,trajectory,0.13932199077349855,
SigLIP2,M_mismatched_image,34,trajectory,0.06186836596994354,
lancaster_perceptual,M_mismatched_image,34,trajectory,0.15745191312425474,
THINGS behavioral similarity,M_mismatched_image,35,trajectory,0.139591871517719,
controlled_THINGS,M_mismatched_image,35,trajectory,0.13068540384480679,
SigLIP2,M_mismatched_image,35,trajectory,0.06286124745311938,
lancaster_perceptual,M_mismatched_image,35,trajectory,0.13670801498491714,
THINGS behavioral similarity,M_mismatched_image,36,trajectory,0.12419677409283697,
controlled_THINGS,M_mismatched_image,36,trajectory,0.10892299410456872,
SigLIP2,M_mismatched_image,36,trajectory,0.05782221807937292,
lancaster_perceptual,M_mismatched_image,36,trajectory,0.16563928622216295,
THINGS behavioral similarity,M_blank_image,0,trajectory,0.09241568404035716,
controlled_THINGS,M_blank_image,0,trajectory,0.08831683933466064,
SigLIP2,M_blank_image,0,trajectory,0.07302365242467256,
lancaster_perceptual,M_blank_image,0,trajectory,0.060878380859286416,
THINGS behavioral similarity,M_blank_image,1,trajectory,0.04765376377871165,
controlled_THINGS,M_blank_image,1,trajectory,0.04828514622621548,
SigLIP2,M_blank_image,1,trajectory,0.04271890443666045,
lancaster_perceptual,M_blank_image,1,trajectory,0.036816635049744514,
THINGS behavioral similarity,M_blank_image,2,trajectory,0.048460285012272404,
controlled_THINGS,M_blank_image,2,trajectory,0.05006000617244488,
SigLIP2,M_blank_image,2,trajectory,0.04256907728749576,
lancaster_perceptual,M_blank_image,2,trajectory,0.05269986901191773,
THINGS behavioral similarity,M_blank_image,3,trajectory,0.04537385507162218,
controlled_THINGS,M_blank_image,3,trajectory,0.04589383127741238,
SigLIP2,M_blank_image,3,trajectory,0.04409972681672631,
lancaster_perceptual,M_blank_image,3,trajectory,0.05267575150516426,
THINGS behavioral similarity,M_blank_image,4,trajectory,0.049690782343323865,
controlled_THINGS,M_blank_image,4,trajectory,0.05259801235166138,
SigLIP2,M_blank_image,4,trajectory,0.04003251122911829,
lancaster_perceptual,M_blank_image,4,trajectory,0.03919145147236077,
THINGS behavioral similarity,M_blank_image,5,trajectory,0.07186617237872457,
controlled_THINGS,M_blank_image,5,trajectory,0.07256793637079126,
SigLIP2,M_blank_image,5,trajectory,0.021445412474829773,
lancaster_perceptual,M_blank_image,5,trajectory,0.038256701247489575,
THINGS behavioral similarity,M_blank_image,6,trajectory,0.10989196020358513,
controlled_THINGS,M_blank_image,6,trajectory,0.10797597265867749,
SigLIP2,M_blank_image,6,trajectory,0.045617779406111184,
lancaster_perceptual,M_blank_image,6,trajectory,0.07645509229032867,
THINGS behavioral similarity,M_blank_image,7,trajectory,0.11482712396294541,
controlled_THINGS,M_blank_image,7,trajectory,0.1086107146731143,
SigLIP2,M_blank_image,7,trajectory,0.05024829108631578,
lancaster_perceptual,M_blank_image,7,trajectory,0.0758662062830535,
THINGS behavioral similarity,M_blank_image,8,trajectory,0.12659568987653547,
controlled_THINGS,M_blank_image,8,trajectory,0.11901850777133278,
SigLIP2,M_blank_image,8,trajectory,0.048055264838982516,
lancaster_perceptual,M_blank_image,8,trajectory,0.07278111464476408,
THINGS behavioral similarity,M_blank_image,9,trajectory,0.13228610560974888,
controlled_THINGS,M_blank_image,9,trajectory,0.12460527197181806,
SigLIP2,M_blank_image,9,trajectory,0.05067926111568778,
lancaster_perceptual,M_blank_image,9,trajectory,0.043956740343221744,
THINGS behavioral similarity,M_blank_image,10,trajectory,0.15706211030212583,
controlled_THINGS,M_blank_image,10,trajectory,0.14911834877627403,
SigLIP2,M_blank_image,10,trajectory,0.07588204732841937,
lancaster_perceptual,M_blank_image,10,trajectory,0.07231959942055013,
THINGS behavioral similarity,M_blank_image,11,trajectory,0.20965358011768004,
controlled_THINGS,M_blank_image,11,trajectory,0.19947480339340448,
SigLIP2,M_blank_image,11,trajectory,0.12222083552521466,
lancaster_perceptual,M_blank_image,11,trajectory,0.13011817486782074,
THINGS behavioral similarity,M_blank_image,12,trajectory,0.22437364994132333,
controlled_THINGS,M_blank_image,12,trajectory,0.2139530395228062,
SigLIP2,M_blank_image,12,trajectory,0.13149247211010864,
lancaster_perceptual,M_blank_image,12,trajectory,0.15920534472642695,
THINGS behavioral similarity,M_blank_image,13,trajectory,0.23350212159673847,
controlled_THINGS,M_blank_image,13,trajectory,0.22277990801771322,
SigLIP2,M_blank_image,13,trajectory,0.14487120666091358,
lancaster_perceptual,M_blank_image,13,trajectory,0.1778490381832559,
THINGS behavioral similarity,M_blank_image,14,trajectory,0.2398639076838189,
controlled_THINGS,M_blank_image,14,trajectory,0.2296051218813594,
SigLIP2,M_blank_image,14,trajectory,0.16159039078536286,
lancaster_perceptual,M_blank_image,14,trajectory,0.17181606344888498,
THINGS behavioral similarity,M_blank_image,15,trajectory,0.24555816108972425,
controlled_THINGS,M_blank_image,15,trajectory,0.23571842893093986,
SigLIP2,M_blank_image,15,trajectory,0.17646675287499594,
lancaster_perceptual,M_blank_image,15,trajectory,0.17455919140754153,
THINGS behavioral similarity,M_blank_image,16,trajectory,0.22867667138842382,
controlled_THINGS,M_blank_image,16,trajectory,0.21956674500584458,
SigLIP2,M_blank_image,16,trajectory,0.17381930744287158,
lancaster_perceptual,M_blank_image,16,trajectory,0.1408195073182001,
THINGS behavioral similarity,M_blank_image,17,trajectory,0.22944267912923597,
controlled_THINGS,M_blank_image,17,trajectory,0.21992311153397834,
SigLIP2,M_blank_image,17,trajectory,0.17636390682130718,
lancaster_perceptual,M_blank_image,17,trajectory,0.1414693989231333,
THINGS behavioral similarity,M_blank_image,18,trajectory,0.22774734759985832,
controlled_THINGS,M_blank_image,18,trajectory,0.21913711866848734,
SigLIP2,M_blank_image,18,trajectory,0.1736571218346909,
lancaster_perceptual,M_blank_image,18,trajectory,0.14404849314949145,
THINGS behavioral similarity,M_blank_image,19,trajectory,0.21834985952729558,
controlled_THINGS,M_blank_image,19,trajectory,0.2099279309357807,
SigLIP2,M_blank_image,19,trajectory,0.16354814190678796,
lancaster_perceptual,M_blank_image,19,trajectory,0.1466062038403606,
THINGS behavioral similarity,M_blank_image,20,trajectory,0.19021836421490831,
controlled_THINGS,M_blank_image,20,trajectory,0.18334494900803983,
SigLIP2,M_blank_image,20,trajectory,0.1516775870246161,
lancaster_perceptual,M_blank_image,20,trajectory,0.11615761525606436,
THINGS behavioral similarity,M_blank_image,21,trajectory,0.18413147591635734,
controlled_THINGS,M_blank_image,21,trajectory,0.17867416057279556,
SigLIP2,M_blank_image,21,trajectory,0.14575666852117403,
lancaster_perceptual,M_blank_image,21,trajectory,0.11374822678095353,
THINGS behavioral similarity,M_blank_image,22,trajectory,0.1697327857072903,
controlled_THINGS,M_blank_image,22,trajectory,0.16408972654138673,
SigLIP2,M_blank_image,22,trajectory,0.1379722499165706,
lancaster_perceptual,M_blank_image,22,trajectory,0.10074885918308098,
THINGS behavioral similarity,M_blank_image,23,trajectory,0.15875976752972232,
controlled_THINGS,M_blank_image,23,trajectory,0.15520638459977507,
SigLIP2,M_blank_image,23,trajectory,0.12582008375295053,
lancaster_perceptual,M_blank_image,23,trajectory,0.08798802914875412,
THINGS behavioral similarity,M_blank_image,24,trajectory,0.17028608740316017,
controlled_THINGS,M_blank_image,24,trajectory,0.16598632767526597,
SigLIP2,M_blank_image,24,trajectory,0.13417436250768072,
lancaster_perceptual,M_blank_image,24,trajectory,0.10446197386148981,
THINGS behavioral similarity,M_blank_image,25,trajectory,0.15989234590522275,
controlled_THINGS,M_blank_image,25,trajectory,0.15795306361857933,
SigLIP2,M_blank_image,25,trajectory,0.1241481640867264,
lancaster_perceptual,M_blank_image,25,trajectory,0.1044618278281646,
THINGS behavioral similarity,M_blank_image,26,trajectory,0.15735444967251358,
controlled_THINGS,M_blank_image,26,trajectory,0.15525235026882558,
SigLIP2,M_blank_image,26,trajectory,0.11897207117049452,
lancaster_perceptual,M_blank_image,26,trajectory,0.10020542771899826,
THINGS behavioral similarity,M_blank_image,27,trajectory,0.14868815357465706,
controlled_THINGS,M_blank_image,27,trajectory,0.14808321861592516,
SigLIP2,M_blank_image,27,trajectory,0.11852880487300449,
lancaster_perceptual,M_blank_image,27,trajectory,0.09108733153816023,
THINGS behavioral similarity,M_blank_image,28,trajectory,0.14568222160886374,
controlled_THINGS,M_blank_image,28,trajectory,0.14481030559096936,
SigLIP2,M_blank_image,28,trajectory,0.11020430816425428,
