anchor_name,condition,layer,aggregation,rsa_score,num_concepts
lancaster_perceptual,T_neutral,10,single_layer,0.12282294122152446,1519
lancaster_perceptual,T_neutral,11,single_layer,0.11254779004991354,1519
lancaster_perceptual,T_neutral,12,single_layer,0.12140014095895015,1519
lancaster_perceptual,T_neutral,13,single_layer,0.10760534924255104,1519
lancaster_perceptual,T_neutral,14,single_layer,0.10684198930590766,1519
lancaster_perceptual,T_neutral,15,single_layer,0.0933255719665045,1519
lancaster_perceptual,T_neutral,16,single_layer,0.09912177920998838,1519
lancaster_perceptual,T_neutral,17,single_layer,0.0925759469332785,1519
lancaster_perceptual,T_neutral,18,single_layer,0.08847148856771546,1519
lancaster_perceptual,T_neutral,19,single_layer,0.06848855460496346,1519
lancaster_perceptual,T_neutral,20,single_layer,0.12240105771308335,1519
lancaster_perceptual,T_neutral,21,single_layer,0.0948637464546863,1519
lancaster_perceptual,T_neutral,22,single_layer,0.05683712532439139,1519
lancaster_perceptual,T_neutral,23,single_layer,0.013264062188180723,1519
lancaster_perceptual,T_neutral,24,single_layer,0.04962333521903168,1519
lancaster_perceptual,T_neutral,25,single_layer,0.060097807919652066,1519
lancaster_perceptual,T_neutral,26,single_layer,0.07786926365710718,1519
lancaster_perceptual,T_neutral,27,single_layer,0.1508411174744022,1519
lancaster_perceptual,T_neutral,28,single_layer,0.142203111025178,1519
lancaster_perceptual,T_neutral,29,single_layer,0.14254471526444498,1519
lancaster_perceptual,T_neutral,30,single_layer,0.1591140994004676,1519
lancaster_perceptual,T_neutral,31,single_layer,0.18061197927532266,1519
lancaster_perceptual,T_neutral,32,single_layer,0.18729548050894312,1519
lancaster_perceptual,T_neutral,,mid_to_late_mean_embedding,0.11920387325697668,1519
lancaster_perceptual,T_prompt_primary,0,single_layer,0.08904435935501788,1519
lancaster_perceptual,T_prompt_primary,1,single_layer,0.03819557075950214,1519
lancaster_perceptual,T_prompt_primary,2,single_layer,0.01434966039190629,1519
lancaster_perceptual,T_prompt_primary,3,single_layer,0.010296899679881146,1519
lancaster_perceptual,T_prompt_primary,4,single_layer,0.060509985250737724,1519
lancaster_perceptual,T_prompt_primary,5,single_layer,0.060602931319230745,1519
lancaster_perceptual,T_prompt_primary,6,single_layer,0.10652303236418979,1519
lancaster_perceptual,T_prompt_primary,7,single_layer,0.06733926649355557,1519
lancaster_perceptual,T_prompt_primary,8,single_layer,0.10963044272080563,1519
lancaster_perceptual,T_prompt_primary,9,single_layer,0.1373861004802451,1519
lancaster_perceptual,T_prompt_primary,10,single_layer,0.1403829931923549,1519
lancaster_perceptual,T_prompt_primary,11,single_layer,0.11724555134690569,1519
lancaster_perceptual,T_prompt_primary,12,single_layer,0.14316359648075797,1519
lancaster_perceptual,T_prompt_primary,13,single_layer,0.13885929728305624,1519
lancaster_perceptual,T_prompt_primary,14,single_layer,0.14341714410970433,1519
lancaster_perceptual,T_prompt_primary,15,single_layer,0.1321382753243804,1519
lancaster_perceptual,T_prompt_primary,16,single_layer,0.1379256040874815,1519
lancaster_perceptual,T_prompt_primary,17,single_layer,0.13623769510682923,1519
lancaster_perceptual,T_prompt_primary,18,single_layer,0.1265105569750583,1519
lancaster_perceptual,T_prompt_primary,19,single_layer,0.07422419224459752,1519
lancaster_perceptual,T_prompt_primary,20,single_layer,0.12327480803731691,1519
lancaster_perceptual,T_prompt_primary,21,single_layer,0.10216198108038799,1519
lancaster_perceptual,T_prompt_primary,22,single_layer,0.05971595702923749,1519
lancaster_perceptual,T_prompt_primary,23,single_layer,0.019390913894445135,1519
lancaster_perceptual,T_prompt_primary,24,single_layer,0.026492482301586264,1519
lancaster_perceptual,T_prompt_primary,25,single_layer,0.03688155580565574,1519
lancaster_perceptual,T_prompt_primary,26,single_layer,0.05283062866770899,1519
lancaster_perceptual,T_prompt_primary,27,single_layer,0.14658056731936156,1519
lancaster_perceptual,T_prompt_primary,28,single_layer,0.11317524173713439,1519
lancaster_perceptual,T_prompt_primary,29,single_layer,0.12913478959156044,1519
