family_name,family_role,text_model,multimodal_model,condition,anchor_name,rsa_score,num_concepts,num_pairs,row_type,contrast_name,contrast_delta
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_matched_image,CLIP_ViT_L_14,0.22277420929891753,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_matched_image,DINOv2,0.1290866281857541,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_matched_image,lancaster_perceptual,0.2338162726972419,1519,1152921,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_prompt_plus_matched_image,THINGS,0.34145902656153426,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_prompt_plus_matched_image,controlled_THINGS,0.32499713036932576,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_prompt_plus_matched_image,SigLIP2,0.24608964526523686,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_prompt_plus_matched_image,CLIP_ViT_L_14,0.22383730807457408,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_prompt_plus_matched_image,DINOv2,0.1281690480185462,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_prompt_plus_matched_image,lancaster_perceptual,0.2838845511537144,1519,1152921,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_degraded_image,THINGS,0.32737226590082735,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_degraded_image,controlled_THINGS,0.31354764276312186,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_degraded_image,SigLIP2,0.24057552201887042,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_degraded_image,CLIP_ViT_L_14,0.22917238847080798,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_degraded_image,DINOv2,0.1270122557758142,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_degraded_image,lancaster_perceptual,0.23754732694745692,1519,1152921,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_mismatched_image,THINGS,0.21942082789217834,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_mismatched_image,controlled_THINGS,0.20871401213423268,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_mismatched_image,SigLIP2,0.1440251695854591,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_mismatched_image,CLIP_ViT_L_14,0.15812373121751835,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_mismatched_image,DINOv2,0.07363296072002418,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_mismatched_image,lancaster_perceptual,0.16352548226383976,1519,1152921,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_blank_image,THINGS,0.18916506142148348,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_blank_image,controlled_THINGS,0.1844523495722861,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_blank_image,SigLIP2,0.1342366668188648,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_blank_image,CLIP_ViT_L_14,0.12697657073211815,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_blank_image,DINOv2,0.062337161584597,1854,1717731,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,M_blank_image,lancaster_perceptual,0.13352343954864965,1519,1152921,condition_score,,
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,THINGS,,,,contrast,matched_minus_prompt,0.11382278656451841
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,THINGS,,,,contrast,prompt_image_minus_matched,0.0025667030907026156
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,THINGS,,,,contrast,matched_minus_blank,0.14972726204934816
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,THINGS,,,,contrast,matched_minus_mismatched,0.1194714955786533
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,controlled_THINGS,,,,contrast,matched_minus_prompt,0.108390084218495
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,controlled_THINGS,,,,contrast,prompt_image_minus_matched,0.001176640315412314
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,controlled_THINGS,,,,contrast,matched_minus_blank,0.13936814048162735
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,controlled_THINGS,,,,contrast,matched_minus_mismatched,0.11510647791968076
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,SigLIP2,,,,contrast,matched_minus_prompt,0.08211419258511599
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,SigLIP2,,,,contrast,prompt_image_minus_matched,-0.009215322959960637
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,SigLIP2,,,,contrast,matched_minus_blank,0.12106830140633268
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,SigLIP2,,,,contrast,matched_minus_mismatched,0.11127979863973839
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,CLIP_ViT_L_14,,,,contrast,matched_minus_prompt,0.07649035255000639
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,CLIP_ViT_L_14,,,,contrast,prompt_image_minus_matched,0.0010630987756565513
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,CLIP_ViT_L_14,,,,contrast,matched_minus_blank,0.09579763856679938
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,CLIP_ViT_L_14,,,,contrast,matched_minus_mismatched,0.06465047808139918
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,DINOv2,,,,contrast,matched_minus_prompt,0.0562627667113034
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,DINOv2,,,,contrast,prompt_image_minus_matched,-0.0009175801672078876
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,DINOv2,,,,contrast,matched_minus_blank,0.06674946660115709
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,DINOv2,,,,contrast,matched_minus_mismatched,0.05545366746572991
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,lancaster_perceptual,,,,contrast,matched_minus_prompt,0.06214134715675726
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,lancaster_perceptual,,,,contrast,prompt_image_minus_matched,0.05006827845647252
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,lancaster_perceptual,,,,contrast,matched_minus_blank,0.10029283314859225
mistral,replication,mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-3.1-24B-Instruct-2503,,lancaster_perceptual,,,,contrast,matched_minus_mismatched,0.07029079043340214
llama,replication,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.2-11B-Vision-Instruct,T_neutral,THINGS,0.21333883936099887,1854,1717731,condition_score,,
llama,replication,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.2-11B-Vision-Instruct,T_neutral,controlled_THINGS,0.20521260310690204,1854,1717731,condition_score,,
llama,replication,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.2-11B-Vision-Instruct,T_neutral,SigLIP2,0.16041588503968635,1854,1717731,condition_score,,
llama,replication,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.2-11B-Vision-Instruct,T_neutral,CLIP_ViT_L_14,0.16139678714537273,1854,1717731,condition_score,,
llama,replication,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.2-11B-Vision-Instruct,T_neutral,DINOv2,0.06836149792008564,1854,1717731,condition_score,,
llama,replication,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.2-11B-Vision-Instruct,T_neutral,lancaster_perceptual,0.1615595015586987,1519,1152921,condition_score,,
llama,replication,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.2-11B-Vision-Instruct,T_prompt_primary,THINGS,0.22557132372701807,1854,1717731,condition_score,,
